1,-2.8499
2,-13.069
3,-17.806
4,-27.807
5,-20.508
6,-15.292
7,-9.3511
8,-17.115
9,-32.344
10,-28.472
11,-6.7175
12,-4.567
13,-17.413
14,-25.231
15,-32.28
16,-37.705
17,-37.926
18,-53.921
19,-54.927
20,-40.111
21,-9.7248
22,-5.9935
23,-32.275
24,-26.472
25,-17.59
26,3.157
27,2.3637
28,9.8193
29,-10.439
30,-26.76
31,-22.77
32,-7.9742
33,-7.7382
34,-3.4986
35,-17.438
36,-26.322
37,-11.825
38,9.4435
39,-2.1829
40,-6.3262
41,12.392
42,32.667
43,42.483
44,51.866
45,38.52
46,25.199
47,43.486
48,50.162
49,49.823
50,44.61
51,53.863
52,68.416
53,73.109
54,67.22
55,82.329
56,98.116
57,104.12
58,99.455
59,99.361
60,93.326
61,103.82
62,95.22
63,104.3
64,90.084
65,92.972
66,93.738
67,98.046
68,85.474
69,90.296
70,96.089
71,92.232
72,88.641
73,100.74
74,94.812
75,111.32
76,104.42
77,104.12
78,88.817
79,110.04
80,111.48
81,110.14
82,102.01
83,87.488
84,82.13
85,77.405
86,79.724
87,64.773
88,72.041
89,101.91
90,68.123
91,68.354
92,61.155
93,77.773
94,70.001
95,80.305
96,69.914
97,74.101
98,75.164
99,77.222
100,70.641
101,68.483
102,53.391
103,56.506
104,51.113
105,60.746
106,39.971
107,59.553
108,49.769
109,66.912
110,38.139
111,35.016
112,33.527
113,25.839
114,1.3261
115,-8.832
116,-6.7221
117,-1.983
118,-19.472
119,-23.131
120,-51.314
121,-29.616
122,-44.824
123,-46.16
124,-55.743
125,-59.939
126,-74.282
127,-80.475
128,-87.59
129,-93.861
130,-87.782
131,-87.033
132,-85.323
133,-95.082
134,-122.57
135,-108.58
136,-117.99
137,-109.54
138,-118.99
139,-122.95
140,-136.41
141,-131.37
142,-137.05
143,-144.81
144,-130.42
145,-136.22
146,-123.47
147,-145.72
148,-137.73
149,-124.03
150,-114.34
151,-119.44
152,-150.35
153,-157.24
154,-152.82
155,-131.74
156,-137.06
157,-118.22
158,-107.86
159,-109.71
160,-111.18
161,-100.61
162,-87.838
163,-67.392
164,-64.042
165,-67.017
166,-81.546
167,-86.497
168,-89.806
169,-79.17
170,-97.224
171,-77.806
172,-68.766
173,-54.781
174,-82.345
175,-80.077
176,-83.451
177,-87.659
178,-98.754
179,-111.38
180,-120.75
181,-122.72
182,-125.84
183,-149.51
184,-157.64
185,-124.83
186,-111.85
187,-110.86
188,-137.14
189,-142.96
190,-153.51
191,-140.58
192,-148.91
193,-149.84
194,-155.28
195,-152.5
196,-141.2
197,-146.06
198,-169.59
199,-159.37
200,-151.54
201,-135.98
202,-146.48
203,-155.35
204,-163.8
205,-154.71
206,-156.42
207,-168.39
208,-186.31
209,-186.78
210,-172.24
211,-149.42
212,-168.75
213,-174.85
214,-158.26
215,-129.84
216,-126.14
217,-134.48
218,-154.79
219,-157.18
220,-140.28
221,-133.21
222,-140.53
223,-146.39
224,-128.3
225,-112.41
226,-113.06
227,-118.16
228,-103.73
229,-80.08
230,-70.417
231,-73.874
232,-96.748
233,-114.89
234,-98.025
235,-92.382
236,-82.668
237,-107.22
238,-94.384
239,-89.457
240,-68.281
241,-80.964
242,-69.034
243,-64.687
244,-63.604
245,-72.775
246,-73.262
247,-82.062
248,-92.284
249,-99.874
250,-92.93
251,-100.6
252,-95.054
253,-103.45
254,-96.859
255,-108.39
256,-87.685
257,-77.423
258,-72.598
259,-95.922
260,-103.95
261,-110.2
262,-117.87
263,-115.65
264,-113.07
265,-125.8
266,-115.26
267,-112.93
268,-109.39
269,-124.87
270,-100.46
271,-99.06
272,-94.659
273,-99.695
274,-107.59
275,-120.87
276,-126.39
277,-131.71
278,-132.34
279,-127
280,-107.72
281,-119.7
282,-132.21
283,-145.88
284,-129.85
285,-154.55
286,-144.7
287,-136.11
288,-126.43
289,-145.66
290,-151.68
