1,-0.37202917019237103
2,-0.42032535634545043
3,-0.4427127518897877
4,-0.4899781820858859
5,-0.45548259414454795
6,-0.43083141087259036
7,-0.40275429915856176
8,-0.4394470372347028
9,-0.5114203635477095
10,-0.49312101891024407
11,-0.3903077201200212
12,-0.3801443056977925
13,-0.44085540621764824
14,-0.4778038247031093
15,-0.5111178950413051
16,-0.5367568270294896
17,-0.5378012885906672
18,-0.6133947848397013
19,-0.6181492116747453
20,-0.5481277524421295
21,-0.4045204316717386
22,-0.3868860451413215
23,-0.5110942646892422
24,-0.4836688780851069
25,-0.4416919206806729
26,-0.3436401378311129
27,-0.34738932948940354
28,-0.31215363892145737
29,-0.40789579116039504
30,-0.48502998636392664
31,-0.46617296541777803
32,-0.39624697280749605
33,-0.39513162019012993
34,-0.3750949720690042
35,-0.4409735579779625
36,-0.4829599675232216
37,-0.41444612475221515
38,-0.3139296961825006
39,-0.36887688122718776
40,-0.3884584087675831
41,-0.2999948775710422
42,-0.20417379995621454
43,-0.15778269278644155
44,-0.11343797410531069
45,-0.17651210983145074
46,-0.2394680937972766
47,-0.15304244416263527
48,-0.12149119808832752
49,-0.12309333595818826
50,-0.1477303410189082
51,-0.10400001149141126
52,-0.035221508777300965
53,-0.013042060331116701
54,-0.04087388899073296
55,0.030532308872765455
56,0.10514278247598541
57,0.1335181092330471
58,0.11147099075841471
59,0.11102674013963329
60,0.08250490519978196
61,0.13210028810927646
62,0.09145608256118684
63,0.1343688019073094
64,0.06718298492223472
65,0.08083187627373269
66,0.08445204620976024
67,0.10481195754710564
68,0.04539580032029364
69,0.06818491184969927
70,0.09556303774970892
71,0.07733458416843197
72,0.06036326531689829
73,0.11754399123856529
74,0.08952784583285886
75,0.1675458162035407
76,0.13493593035681764
77,0.1335181092330471
78,0.0611950537095103
79,0.161496446075453
80,0.16830198746955172
81,0.16196905311670984
82,0.12354610066252743
83,0.05491410613120671
84,0.02959182086066432
85,0.007261138161277881
86,0.018220895448024393
87,-0.05243858329028825
88,-0.01808950353173992
89,0.12307349362127053
90,-0.036606247408183516
91,-0.035514525142880206
92,-0.06953750604296129
93,0.00900033207310309
94,-0.027730687173379752
95,0.020966742357726744
96,-0.02814185529927323
97,-0.008353798481848664
98,-0.0033299856332882696
99,0.006396267275777801
100,-0.024706002109335868
101,-0.034904862059658835
102,-0.10623071672614363
103,-0.09150900739099255
104,-0.11699670512597482
105,-0.07147046884170183
106,-0.16965458166281377
107,-0.07710867084389615
108,-0.12334854376046697
109,-0.04232951867780404
110,-0.17831274265863936
111,-0.193072260557091
112,-0.20010937940140558
113,-0.23644340873323272
114,-0.3522931001494847
115,-0.4003009960073974
116,-0.390329460043919
117,-0.36793213975171535
118,-0.45058638519712696
119,-0.4678790768367153
120,-0.6010739192741351
121,-0.49852764346222245
122,-0.5704017222965652
123,-0.5767157523677567
124,-0.6220056851314013
125,-0.641836276582539
126,-0.7096223045100098
127,-0.738890858575047
128,-0.7725168495604724
129,-0.8021540371176898
130,-0.7734242550796855
131,-0.7698844283406717
132,-0.7618028479351794
133,-0.8079245690914361
134,-0.9378347925921208
135,-0.8717170675202864
136,-0.9161893901025567
137,-0.8762540951163524
138,-0.9209154605151253
139,-0.9396306993488968
140,-1.0032436071020696
141,-0.9794242122227241
142,-1.0062682921661137
143,-1.0429425985676457
144,-0.9749344453307839
145,-1.0023456537236817
146,-0.9420882559634325
147,-1.047243322643083
148,-1.00948202004666
149,-0.9447348553944709
150,-0.8989392330966814
151,-0.9230421922007811
152,-1.0691250286532754
153,-1.1016876537958729
154,-1.0807984225723197
155,-0.9811728582753746
156,-1.0063155528702392
157,-0.9172763862974475
158,-0.8683142968232372
159,-0.877057527086489
160,-0.8840048505929649
161,-0.8340502863321152
162,-0.7736889150227894
163,-0.6770596793674125
164,-0.6612273434853079
165,-0.6752874029626993
166,-0.7439524799869079
167,-0.767351254599535
168,-0.7829898215947243
169,-0.7327233366866451
170,-0.8180478119151579
171,-0.7262769766439015
172,-0.6835533001142818
173,-0.6174592053945104
174,-0.7477286102465502
175,-0.7370098825508448
176,-0.7529556441228511
177,-0.7728429484189396
178,-0.8252786996463879
179,-0.8849500646754785
180,-0.929233344441246
181,-0.938543703154006
182,-0.95328904284122
183,-1.0651551295067179
184,-1.1035780819609002
185,-0.9485157117245256
186,-0.8871713177693857
187,-0.8824925080609429
188,-1.0066936385032448
189,-1.0341993683043937
190,-1.0840594111569921
191,-1.0229513207224807
192,-1.0623194872591768
193,-1.0667147327428654
194,-1.0924245557872385
195,-1.079286080040298
